rank,Company Name,Industry,State,City,Metro Area,Growth (%),Revenue ($),Number of Workers,Years on List,URL
3810,PayrollCentric,Business Products & Services,California,Los Angeles,Los Angeles,81.8933,2421000,16,1,payrollcentric
4034,Portfolio Creative,Human Resources,Ohio,Columbus,Columbus OH,73.7668,9103975,16,6,portfolio-creative
4295,Eco Lips,Consumer Products & Services,Iowa,Cedar Rapids,Cedar Rapids IA,64.8757,2067599,16,1,eco-lips
4366,Triton Datacom,Computer Hardware,Florida,Miami,Miami,62.6168,6565550,16,1,triton-datacom
4367,Biz IT Pros,IT Services,Washington,Enumclaw,Seattle,62.5857,2204508,16,1,biz-it-pros
4513,EnableSoft,Software,Florida,Orlando,Orlando FL,57.2684,2721632,16,1,enablesoft
4537,Dazadi,Retail,California,Santa Clarita,Los Angeles,56.6492,7399875,16,3,dazadi
4890,A/R Allegiance Group,Business Products & Services,Kansas,Overland Park,Kansas City MO-KS,46.0972,4402722,16,2,ar-allegiance-group
4907,L-Tron,Business Products & Services,New York,Victor,Rochester NY,45.512,11283000,16,1,l-tron
23,Base Commerce,Financial Services,Arizona,Tempe,Phoenix,10186.259,12479598,17,1,base-commerce
48,Ohio Investments,Real Estate,Ohio,Enon,Springfield OH,5507.4529,23809245,17,1,ohio-investments
131,Jobs2Careers,Human Resources,Texas,Austin,Austin,2829.7514,22359716,17,1,jobs2careers
202,Title Boxing Club,Health,Kansas,Overland Park,Kansas City MO-KS,2168.421,34252000,17,1,title-boxing-club
212,ePremium Insurance,Insurance,Ohio,Mason,Cincinnati,2109.317,3795474,17,1,epremium-insurance
356,Dope,Consumer Products & Services,California,Los Angeles,Los Angeles,1330.6432,5350992,17,1,dope
361,TTCG,Financial Services,Oregon,McMinnville,Portland OR,1318.7688,6064371,17,1,ttcg
397,Startex Industries,Business Products & Services,Illinois,Addison,Chicago,1179.1043,14236162,17,1,startex-industries
409,Imagine Staffing Technology,Human Resources,New York,Buffalo,Buffalo-Niagara Falls NY,1152.9353,7596484,17,1,imagine-staffing-technology
434,Cloud for Good,IT Services,Tennessee,Memphis,Memphis TN-MS-AR,1090.8537,1953000,17,1,cloud-for-good
447,TheraPearl,Consumer Products & Services,Maryland,Columbia,Baltimore,1068.2494,9467785,17,2,therapearl
489,CATMEDIA,Government Services,Georgia,Tucker,Atlanta,970.4695,4574020,17,1,catmedia
523,Inductive Minds,Government Services,Virginia,Sterling,Washington DC,908.0198,3667811,17,1,inductive-minds
683,Regatta Solutions,Energy,California,San Juan Capistrano,Los Angeles,661.4981,11027178,17,1,regatta-solutions
747,Riders Needs,Retail,Illinois,Chicago,Chicago,610.1286,6477942,17,1,riders-needs
790,Interactyx,Software,Florida,Bonita Springs,Naples-Marco Island FL,578.7712,2139066,17,1,interactyx
854,Wholesale Warranties,Insurance,California,San Diego,San Diego,527.0349,4181558,17,1,wholesale-warranties
1017,VCA,Business Products & Services,Arizona,Phoenix,Phoenix,438.2234,6264129,17,3,vca
1027,Candlelight Homes,Construction,Utah,South Jordan,Salt Lake City,434.471,60095919,17,1,candlelight-homes
1154,Tempo Creative,Advertising & Marketing,Arizona,Scottsdale,Phoenix,380.3565,2328408,17,1,tempo-creative
1292,Service Nation,Business Products & Services,Texas,Flower Mound,Dallas,334.2152,6444096,17,3,service-nation
1361,Apex Payroll,Software,Georgia,Roswell,Atlanta,317.0188,3614615,17,1,apex-payroll
1368,Retail Radio,Advertising & Marketing,California,Citrus Heights,Sacramento--Arden-Arcade--Roseville CA,314.0921,4782217,17,3,retail-radio
1640,ENow,Software,California,Corona,Riverside-San Bernardino-Ontario CA,259.1366,3136347,17,1,enow
1731,SEI - Phoenix,IT Services,Arizona,Scottsdale,Phoenix,240.8999,3078899,17,2,sei-phoenix
1784,Pearl Media,Advertising & Marketing,New Jersey,Fairfield,New York City,232.4697,15203901,17,2,pearl-media
1785,ImageQuest Managed Services,IT Services,Tennessee,Nashville,Nashville,232.3116,4732964,17,1,imagequest-managed-services
1881,Mediarevo,Advertising & Marketing,New Jersey,Edgewater,New York City,218.5038,2669113,17,1,mediarevo
1919,Bhava Communications,Advertising & Marketing,California,Emeryville,San Francisco,212.4966,2773845,17,1,bhava-communications
1973,LiveLOOK,Software,New Jersey,Matawan,New York City,206.2094,4241000,17,2,livelook
1978,MASHstudios,Engineering,California,Los Angeles,Los Angeles,205.8985,4460000,17,1,mashstudios
2048,O'Neill Consulting Group,Business Products & Services,Rhode Island,Wakefield,Providence-New Bedford-Fall River RI-MA,197.2097,3116915,17,1,oneill-consulting-group
2079,Prestige Wholesale,Telecommunications,Florida,Coral Springs,Miami,192.8154,4234456,17,2,prestige-wholesale
2132,Careers In Transition,Human Resources,Georgia,Tucker,Atlanta,186.8556,5744547,17,3,careers-in-transition
2193,Phoenix TS,Education,Maryland,Columbia,Baltimore,180.4377,3791307,17,2,phoenix-ts
2272,NTE Solutions,Energy,Florida,St. Augustine,Jacksonville FL,171.6975,7334769,17,2,nte-solutions
2301,Got Your Gear,Retail,Utah,Clearfield,Ogden-Clearfield UT,169.2007,2427633,17,1,got-your-gear
2460,SSD Fair Marketing,Advertising & Marketing,Texas,Houston,Houston,155.3831,2290669,17,1,ssd-fair-marketing
2499,Altair Sign and Light,Business Products & Services,Georgia,Doraville,Atlanta,151.8467,2517135,17,2,altair-sign-and-light
2578,Alta Moda Salon,Retail,Texas,San Antonio,San Antonio TX,145.669,2015100,17,1,alta-moda-salon
2659,NetDirector,Software,Florida,Tampa,Tampa,141.1919,5334012,17,4,netdirector
2779,Slice of Lime,Software,Colorado,Boulder,Boulder CO,133.4185,2212502,17,1,slice-of-lime
2827,Cantey Technology,IT Services,South Carolina,Mount Pleasant,Charleston-North Charleston SC,130.3139,2568000,17,2,cantey-technology
3000,RMS Media Group,Media,Massachusetts,Andover,Boston,119.1897,5951000,17,1,rms-media-group
3045,Ohio Power Tool,Consumer Products & Services,Ohio,Columbus,Columbus OH,116.9348,8280027,17,6,ohio-power-tool
3189,Humble Abode,Retail,California,Santa Rosa,Santa Rosa-Petaluma CA,109.6419,10727154,17,8,humble-abode
3232,EnvironmentalLights.com,Business Products & Services,California,San Diego,San Diego,107.1773,9927890,17,2,environmentallightscom
3349,Clinical Resources,Human Resources,Georgia,Atlanta,Atlanta,100.2481,8463600,17,5,clinical-resources
3484,Evans & Chambers Technology,Government Services,Virginia,Vienna,Washington DC,94.8625,2040000,17,1,evans-chambers-technology
3565,Adesys,IT Services,Wisconsin,Fitchburg,Madison WI,91.4058,2363659,17,1,adesys
3715,Free For All,Health,New Jersey,Mount Laurel,Philadelphia,85.5684,4194500,17,4,free-for-all
3786,DiggyPOD,Business Products & Services,Michigan,Tecumseh,Adrian MI,82.638,3551378,17,1,diggypod
3823,Customer Centricity,Business Products & Services,New Hampshire,Hudson,Manchester-Nashua NH,81.3993,4534782,17,1,customer-centricity
4007,BlackRapid,Consumer Products & Services,Washington,Seattle,Seattle,74.4815,6547759,17,3,blackrapid
4067,Premium 2000+ Warranties,Insurance,North Carolina,Winston Salem,Winston-Salem NC,72.7955,20328273,17,3,premium-2000-warranties
4095,Blue & Associates,Construction,Texas,Austin,Austin,71.5746,7802037,17,5,blue-associates
4132,Triune Infomatics,IT Services,California,Fremont,San Francisco,70.2511,3450293,17,1,triune-infomatics
4170,Menlo Innovations,Software,Michigan,Ann Arbor,Ann Arbor MI,68.9966,3965977,17,6,menlo-innovations
4391,Absolute Capital Management,Financial Services,Pennsylvania,Pittsburgh,Pittsburgh PA,61.6988,4362408,17,4,absolute-capital-management
4402,Luggage Forward,Travel & Hospitality,Massachusetts,Boston,Boston,61.2851,4211800,17,4,luggage-forward
4482,Provideo Management,Government Services,Virginia,Ashburn,Washington DC,58.3104,9010013,17,3,provideo-management
4600,Becker Logistics,Logistics & Transportation,Illinois,Carol Stream,Chicago,54.8958,7233651,17,1,becker-logistics
4742,Dr. Shrink,Business Products & Services,Michigan,Manistee,,50.4501,20196931,17,4,dr-shrink
4791,Higher Ed Growth,Education,Arizona,Tempe,Phoenix,48.9352,8021079,17,1,higher-ed-growth
116,Technomax,IT Services,New Jersey,West Windsor,Trenton-Ewing NJ,3225.0636,4002379,18,2,technomax
123,Securityhunter,Government Services,Maryland,Baltimore,Baltimore,2998.3413,35931650,18,3,securityhunter
136,Project Management Academy,Education,Indiana,West Lafayette,,2752.4901,8094996,18,1,project-management-academy
188,Paramount Lodging Advisors,Real Estate,Illinois,Chicago,,2288.3653,2465605,18,1,paramount-lodging-advisors
350,BulbAmerica,Retail,New York,Long Island City,New York City,1349.0683,8958633,18,3,bulbamerica
355,GME Supply,Business Products & Services,Missouri,Columbia,Columbia MO,1331.1164,18167693,18,1,gme-supply
386,PK4 Media,Advertising & Marketing,California,El Segundo,Los Angeles,1211.9502,7109209,18,1,pk4-media
442,Framework Communications,IT Services,Illinois,Chicago,Chicago,1075.3193,2212186,18,1,framework-communications
649,W&R Studios,Software,California,Huntington Beach,Los Angeles,708.1784,2344170,18,1,wr-studios
684,Barney Butter,Food & Beverage,California,Fresno,Fresno CA,661.0333,8691000,18,1,barney-butter
749,Channel Partners,Financial Services,Minnesota,Maple Grove,Minneapolis,608.2786,3673990,18,2,channel-partners
780,Renegade Furniture Group,Retail,New York,Cedarhurst,New York City,582.9567,12396770,18,2,renegade-furniture-group
1043,Symmetrics Group,Business Products & Services,Georgia,Atlanta,Atlanta,427.5818,3180527,18,1,symmetrics-group
1180,TheRTAStore.com,Retail,New York,Hopewell Junction,Poughkeepsie-Newburgh-Middletown NY,371.8362,10049489,18,1,thertastorecom
1339,OnWire,Security,North Carolina,Raleigh,Raleigh-Cary NC,322.937,3300600,18,1,onwire
1408,The Talance Group,Business Products & Services,Texas,Houston,Houston,304.4657,9146425,18,1,the-talance-group
1442,G.A.S.,Environmental Services,Oklahoma,Elk City,Elk City OK,296.0965,3484108,18,1,gas
1565,LunaMetrics,Business Products & Services,Pennsylvania,Pittsburgh,Pittsburgh PA,271.7661,2243653,18,1,lunametrics
1587,Bubba Brands,Consumer Products & Services,Georgia,Atlanta,Atlanta,268.2853,38881124,18,1,bubba-brands
1621,Stratagem Group,IT Services,Colorado,Arvada,Denver,262.6459,2004021,18,1,stratagem-group
2480,Taradel,Advertising & Marketing,Virginia,Glen Allen,Richmond VA,153.8672,6795205,18,7,taradel
2494,Response Marketing,Advertising & Marketing,Connecticut,New Haven,New Haven-Milford CT,152.4078,3881052,18,3,response-marketing
2532,The SOHO Shop,Consumer Products & Services,Missouri,St. Charles,St. Louis MO-IL,149.077,2605345,18,1,the-soho-shop
2545,Solar Art,Energy,California,Laguna Hills,Los Angeles,148.1481,2680000,18,3,solar-art
2572,Trepoint,Advertising & Marketing,New York,Great Neck,New York City,146.2996,4464395,18,2,trepoint
2605,Select Homes,Real Estate,Kansas,Wichita,Wichita KS,144.0984,3595171,18,1,select-homes
2684,GiftBasketsOverseas.com,Food & Beverage,Massachusetts,Arlington,Boston,139.937,2927001,18,2,giftbasketsoverseascom
2700,The Bean Group,Real Estate,New Hampshire,Portsmouth,Boston,138.9509,17993000,18,4,the-bean-group
2742,Atlantis Mortgage,Financial Services,Michigan,Farmington Hills,Detroit,136.2956,2537742,18,2,atlantis-mortgage
2788,US Micro Products,Manufacturing,Texas,Austin,Austin,132.8045,18336505,18,3,us-micro-products
3023,Five Blocks,Business Products & Services,New York,New York,New York City,118.1188,2134135,18,1,five-blocks
3077,OMW,Manufacturing,California,Novato,San Francisco,115.2206,3001101,18,3,omw
3123,Leonisa USA,Retail,Georgia,Norcross,Atlanta,112.9326,6229322,18,3,leonisa-usa
3165,Smith Monitoring,Security,Texas,Plano,Dallas,110.7706,7350227,18,3,smith-monitoring
3173,Dynamic Automation,Manufacturing,California,Simi Valley,Oxnard-Thousand Oaks-Ventura CA,110.3445,5199617,18,2,dynamic-automation
3451,Intellicure,Health,Texas,The Woodlands,Houston,96.2849,2314542,18,1,intellicure
3664,Advantage Media Group,Media,South Carolina,Charleston,Charleston-North Charleston SC,87.6674,2998046,18,3,advantage-media-group
3693,Method Technologies,IT Services,California,Huntington Beach,Los Angeles,86.4443,2116024,18,1,method-technologies
3891,Ace Exhibits,Advertising & Marketing,California,Los Angeles,Los Angeles,79.1254,8900015,18,4,ace-exhibits
3911,Regal Financial Group,Financial Services,Michigan,Kentwood,Grand Rapids-Wyoming MI,78.2308,13378135,18,3,regal-financial-group
3924,Squaremouth,Travel & Hospitality,Florida,St. Petersburg,Tampa,77.4881,3411135,18,2,squaremouth
3975,Zak Products,Business Products & Services,Texas,Irving,Dallas,75.7226,23256973,18,2,zak-products
4090,Greenchem Industries,Business Products & Services,Florida,West Palm Beach,Miami,71.7774,69355667,18,2,greenchem-industries
4103,Atlantic Metro Communications,IT Services,New Jersey,Parsippany,New York City,71.2765,6925000,18,6,atlantic-metro-communications
4376,Quango,Advertising & Marketing,Oregon,Portland,Portland OR,62.4213,4170761,18,2,quango
4378,Boundary Systems,IT Services,Ohio,Middleburg Heights,Cleveland,62.3509,4568962,18,4,boundary-systems
4575,Square Peg Packaging & Printing,Business Products & Services,California,San Diego,San Diego,55.6884,11561901,18,4,square-peg-packaging-printing
4630,Blinc,Consumer Products & Services,Florida,Boca Raton,Miami,53.8823,6363107,18,7,blinc
4694,ADMET,Manufacturing,Massachusetts,Norwood,Boston,52.0827,5075000,18,3,admet
4704,ClickMail Marketing,Advertising & Marketing,California,San Mateo,San Francisco,51.746,4593693,18,5,clickmail-marketing
4809,HyBridge Solutions,IT Services,Georgia,Atlanta,Atlanta,48.3899,7054328,18,1,hybridge-solutions
4840,Class Action Administration,Business Products & Services,Colorado,Westminster,Denver,47.6611,3151858,18,1,class-action-administration
4867,Edulence,Software,New York,New York,New York City,46.8917,2512730,18,2,edulence
4933,Affiliated Grounds Maintenance Group,Business Products & Services,Pennsylvania,Lake City,Erie PA,44.5067,4008578,18,1,affiliated-grounds-maintenance-group
4967,The Brookeside Group,Business Products & Services,Massachusetts,Acton,Boston,43.6145,5486541,18,6,the-brookeside-group
4982,Scotwork,Business Products & Services,New Jersey,Parsippany,New York City,43.0002,3651123,18,2,scotwork
4990,Transit Systems,Logistics & Transportation,Pennsylvania,Wayne,Philadelphia,42.7571,5913000,18,5,transit-systems
57,The Joint,Health,Arizona,Scottsdale,Phoenix,5139.4732,5958067,19,3,the-joint
62,Victor Securities,Financial Services,New Jersey,Englewood,New York City,4897.024,6494832,19,3,victor-securities
180,Futurewave Systems,IT Services,Georgia,Atlanta,Atlanta,2342.899,2768000,19,1,futurewave-systems
184,Dakenna Development,Construction,Florida,Jacksonville,Jacksonville FL,2302.5208,8270918,19,1,dakenna-development
239,Expert Technical Solutions,IT Services,Georgia,Atlanta,Atlanta,1908.1744,3493139,19,1,expert-technical-solutions
294,Trapp,IT Services,Arizona,Scottsdale,Phoenix,1554.1583,2041099,19,1,trapp
297,Bio Soil Enhancers,Manufacturing,Mississippi,Hattiesburg,,1538.9036,7811162,19,2,bio-soil-enhancers
806,Phenom Software,IT Services,California,Irvine,Los Angeles,563.495,2739113,19,1,phenom-software
938,Global Forwarding,Logistics & Transportation,New Jersey,Manalapan,New York City,480.3505,8636022,19,2,global-forwarding
1030,Fusion PPT,IT Services,Virginia,Vienna,Washington DC,431.8811,3412310,19,1,fusion-ppt
1417,Avant-Garde Solutions,IT Services,Massachusetts,Framingham,Boston,301.9333,2055109,19,1,avant-garde-solutions
1422,Bell Sports Marketing,Retail,Arizona,Scottsdale,Phoenix,300.0602,6357000,19,2,bell-sports-marketing
1499,PriorityOne Group,Health,New Jersey,Rutherford,New York City,286.4668,3442720,19,1,priorityone-group
1522,Cogistix,Software,Ohio,Boardman,Youngstown-Warren-Boardman OH-PA,280.557,2810695,19,1,cogistix
1801,Solid Interactive,Software,Illinois,Elgin,Chicago,229.6236,2014000,19,1,solid-interactive
1848,GB Investments,Retail,Georgia,Kennesaw,Atlanta,222.087,31633834,19,6,gb-investments
2020,Soccer Shots,Consumer Products & Services,Pennsylvania,Middletown,Harrisburg-Carlisle PA,200.4102,2856210,19,2,soccer-shots
2122,Grok,Advertising & Marketing,New York,New York,New York City,188.1774,6939060,19,2,grok
2139,GreenJobInterview,Software,California,Costa Mesa,Los Angeles,186.3941,3142204,19,2,greenjobinterview
2172,Kinder Reese Real Estate Partners,Real Estate,Texas,Frisco,Dallas,182.809,4411428,19,3,kinder-reese-real-estate-partners
2271,Rabine Paving America,Construction,Illinois,Schaumburg,Chicago,172.0416,37108612,19,1,rabine-paving-america
2443,Rich Duncan Construction,Construction,Oregon,Salem,Salem OR,156.7795,11967246,19,4,rich-duncan-construction
2478,Isos Technology,IT Services,Arizona,Tempe,Phoenix,154.094,2807967,19,1,isos-technology
2484,Core Informatics,Software,Connecticut,Branford,New Haven-Milford CT,153.051,3096158,19,1,core-informatics
2666,Primary Wave Media,Advertising & Marketing,New York,Pleasantville,New York City,140.7482,3565000,19,2,primary-wave-media
2693,New Day Underwriting Managers,Insurance,New Jersey,Hamilton,Trenton-Ewing NJ,139.4914,10261129,19,1,new-day-underwriting-managers
